1024
1024
  52  151
  85  248
 117  345
 149  442
 182  539
 214  636
 246  733
 279  830
 311  927
   0    1
  34   97
  67  194
  99  291
 131  388
 164  485
 196  582
 228  679
 261  776
 293  873
 325  970
  16   43
  49  140
  81  237
 113  334
 146  431
 178  528
 210  625
 243  722
 275  819
 307  916
 340 1013
  31   86
  63  183
  95  280
 128  377
 160  474
 192  571
 225  668
 257  765
 289  862
 322  959
  13   32
  45  129
  77  226
 110  323
 142  420
 174  517
 207  614
 239  711
 271  808
 304  905
 336 1002
  27   75
  59  172
  92  269
 124  366
 156  463
 189  560
 221  657
 253  754
 286  851
 318  948
   9   21
  41  118
  74  215
 106  312
 138  409
 171  506
 203  603
 235  700
 268  797
 300  894
 332  991
  23   64
  56  161
  88  258
 120  355
 153  452
 185  549
 217  646
 250  743
 282  840
 314  937
   5   10
  38  107
  70  204
 102  301
 135  398
 167  495
 199  592
 232  689
 264  786
 296  883
 329  980
  20   53
  52  150
  84  247
 117  344
 149  441
 181  538
 214  635
 246  732
 278  829
 311  926
 343 1023
  34   96
  66  193
  99  290
 131  387
 163  484
 196  581
 228  678
 260  775
 293  872
 325  969
  16   42
  48  139
  81  236
 113  333
 145  430
 178  527
 210  624
 242  721
 275  818
 307  915
 339 1012
  30   85
  63  182
  95  279
 127  376
 160  473
 192  570
 224  667
 257  764
 289  861
 321  958
  12   31
  45  128
  77  225
 109  322
 142  419
 174  516
 206  613
 239  710
 271  807
 303  904
 336 1001
  27   74
  59  171
  91  268
 124  365
 156  462
 188  559
 221  656
 253  753
 285  850
 318  947
   9   20
  41  117
  73  214
 106  311
 138  408
 170  505
 203  602
 235  699
 267  796
 300  893
 332  990
  23   63
  55  160
  88  257
 120  354
 152  451
 185  548
 217  645
 249  742
 282  839
 314  936
   5    9
  37  106
  70  203
 102  300
 134  397
 167  494
 199  591
 231  688
 264  785
 296  882
 328  979
  19   52
  52  149
  84  246
 116  343
 149  440
 181  537
 213  634
 246  731
 278  828
 310  925
 343 1022
  34   95
  66  192
  98  289
 131  386
 163  483
 195  580
 228  677
 260  774
 292  871
 325  968
  16   41
  48  138
  80  235
 113  332
 145  429
 177  526
 210  623
 242  720
 274  817
 307  914
 339 1011
  30   84
  62  181
  95  278
 127  375
 159  472
 192  569
 224  666
 256  763
 289  860
 321  957
  12   30
  44  127
  77  224
 109  321
 141  418
 174  515
 206  612
 238  709
 271  806
 303  903
 335 1000
  26   73
  59  170
  91  267
 123  364
 156  461
 188  558
 220  655
 253  752
 285  849
 317  946
   8   19
  41  116
  73  213
 105  310
 138  407
 170  504
 202  601
 235  698
 267  795
 299  892
 332  989
  23   62
  55  159
  87  256
 120  353
 152  450
 184  547
 217  644
 249  741
 281  838
 314  935
   5    8
  37  105
  69  202
 102  299
 134  396
 166  493
 199  590
 231  687
 263  784
 296  881
 328  978
  19   51
  51  148
  84  245
 116  342
 148  439
 181  536
 213  633
 245  730
 278  827
 310  924
 342 1021
  33   94
  66  191
  98  288
 130  385
 163  482
 195  579
 227  676
 260  773
 292  870
 324  967
  15   40
  48  137
  80  234
 112  331
 145  428
 177  525
 209  622
 242  719
 274  816
 306  913
 339 1010
  30   83
  62  180
  94  277
 127  374
 159  471
 191  568
 224  665
 256  762
 288  859
 321  956
  12   29
  44  126
  76  223
 109  320
 141  417
 173  514
 206  611
 238  708
 270  805
 303  902
 335  999
  26   72
  58  169
  91  266
 123  363
 155  460
 188  557
 220  654
 252  751
 285  848
 317  945
   8   18
  40  115
  73  212
 105  309
 137  406
 170  503
 202  600
 234  697
 267  794
 299  891
 331  988
  22   61
  55  158
  87  255
 119  352
 152  449
 184  546
 216  643
 249  740
 281  837
 313  934
   4    7
  37  104
  69  201
 101  298
 134  395
 166  492
 198  589
 231  686
 263  783
 295  880
 328  977
  19   50
  51  147
  83  244
 116  341
 148  438
 180  535
 213  632
 245  729
 277  826
 310  923
 342 1020
  33   93
  65  190
  98  287
 130  384
 162  481
 195  578
 227  675
 259  772
 292  869
 324  966
  15   39
  47  136
  80  233
 112  330
 144  427
 177  524
 209  621
 241  718
 274  815
 306  912
 338 1009
  29   82
  62  179
  94  276
 126  373
 159  470
 191  567
 223  664
 256  761
 288  858
 320  955
  11   28
  44  125
  76  222
 108  319
 141  416
 173  513
 205  610
 238  707
 270  804
 302  901
 335  998
  26   71
  58  168
  90  265
 123  362
 155  459
 187  556
 220  653
 252  750
 284  847
 317  944
   8   17
  40  114
  72  211
 105  308
 137  405
 169  502
 202  599
 234  696
 266  793
 299  890
 331  987
  22   60
  54  157
  87  254
 119  351
 151  448
 184  545
 216  642
 248  739
 281  836
 313  933
   4    6
  36  103
  69  200
 101  297
 133  394
 166  491
 198  588
 230  685
 263  782
 295  879
 327  976
  18   49
  51  146
  83  243
 115  340
 148  437
 180  534
 212  631
 245  728
 277  825
 309  922
 342 1019
  33   92
  65  189
  97  286
 130  383
 162  480
 194  577
 227  674
 259  771
 291  868
 324  965
  15   38
  47  135
  79  232
 112  329
 144  426
 176  523
 209  620
 241  717
 273  814
 306  911
 338 1008
  29   81
  61  178
  94  275
 126  372
 158  469
 191  566
 223  663
 255  760
 288  857
 320  954
  11   27
  43  124
  76  221
 108  318
 140  415
 173  512
 205  609
 237  706
 270  803
 302  900
 334  997
  25   70
  58  167
  90  264
 122  361
 155  458
 187  555
 219  652
 252  749
 284  846
 316  943
   7   16
  40  113
  72  210
 104  307
 137  404
 169  501
 201  598
 234  695
 266  792
 298  889
 331  986
  22   59
  54  156
  86  253
 119  350
 151  447
 183  544
 216  641
 248  738
 280  835
 313  932
   4    5
