1024
1027
 333  988
  23   58
  56  155
  88  252
 120  349
 153  446
 185  543
 217  640
 250  737
 282  834
 314  931
 347    4
  37   98
  69  195
 101  292
 134  389
 166  486
 198  583
 231  680
 263  777
 295  874
 328  971
  18   41
  50  138
  82  235
 115  332
 147  429
 179  526
 212  623
 244  720
 276  817
 309  914
 341 1011
  31   81
  63  178
  96  275
 128  372
 160  469
 193  566
 225  663
 257  760
 290  857
 322  954
  12   24
  44  121
  77  218
 109  315
 141  412
 174  509
 206  606
 238  703
 271  800
 303  897
 335  994
  25   64
  58  161
  90  258
 122  355
 155  452
 187  549
 219  646
 252  743
 284  840
 316  937
  34   17
  39  104
  71  201
 103  298
 136  395
 168  492
 200  589
 233  686
 265  783
 297  880
 330  977
  20   47
  52  144
  84  241
 117  338
 149  435
 181  532
 214  629
 246  726
 278  823
 311  920
 343 1017
  33   87
  65  184
  98  281
 130  378
 162  475
 195  572
 227  669
 259  766
 292  863
 324  960
  14   30
  46  127
  79  224
 111  321
 143  418
 176  515
 208  612
 240  709
 273  806
 305  903
 337 1000
  27   70
  60  167
  92  264
 124  361
 157  458
 189  555
 221  652
 254  749
 286  846
 318  943
   8   13
  41  110
  73  207
 105  304
 138  401
 170  498
 202  595
 235  692
 267  789
 299  886
 332  983
  22   53
  54  150
  86  247
 119  344
 151  441
 183  538
 216  635
 248  732
 280  829
 313  926
 345 1023
  35   93
  67  190
 100  287
 132  384
 164  481
 197  578
 229  675
 261  772
 294  869
 326  966
  16   36
  48  133
  81  230
 113  327
 145  424
 178  521
 210  618
 242  715
 275  812
 307  909
 339 1006
  29   76
  62  173
  94  270
 126  367
 159  464
 191  561
 223  658
 256  755
 288  852
 320  949
  10   19
  43  116
  75  213
 107  310
 140  407
 172  504
 204  601
 237  698
 269  795
 301  892
 334  989
  24   59
  56  156
  88  253
 121  350
 153  447
 185  544
 218  641
 250  738
 282  835
 315  932
 347    5
  37   99
  69  196
 102  293
 134  390
 166  487
 199  584
 231  681
 263  778
 296  875
 328  972
  18   42
  50  139
  83  236
 115  333
 147  430
 180  527
 212  624
 244  721
 277  818
 309  915
 341 1012
  31   82
  64  179
  96  276
 128  373
 161  470
 193  567
 225  664
 258  761
 290  858
 322  955
  12   25
  45  122
  77  219
 109  316
 142  413
 174  510
 206  607
 239  704
 271  801
 303  898
 336  995
  26   65
  58  162
  90  259
 123  356
 155  453
 187  550
 220  647
 252  744
 284  841
 317  938
   7    8
